poi_id	checkin_count
ChIJLTxLWAUY2jER1IFJqNtjd9Q	5
ChIJS2H_43QV2jERrkV4OxdGRyA	5
ChIJW0VnNsYX2jERwWo7TCdJHMQ	5
ChIJgRnWPAIZ2jERf_xlz4lsAtM	5
ChIJRylCgGEb2jERKBIeG6VpYRs	5
ChIJtYM0Z1UV2jERT6u0TCBuPFY	5
ChIJZTd8Z-Ib2jER0qXSsrV461k	5
ChIJZ9rFpXEY2jERXY9hOHV35iA	5
ChIJoxT0TQAL2jERTUUiBlBXvhQ	5
ChIJSQMhTzg82jERqk8txHchGa4	5
ChIJK6RAbVwa2jERoAUTop1ACiM	5
ChIJffglfPsZ2jERLNsiCfoMLy8	5
ChIJc5SyZpIR2jER0vYNa9fWl7U	5
ChIJp77Z9KYR2jER7m3Peg7-Be4	5
ChIJzekDPMYR2jERB_nvH_VxWB0	5
ChIJK-XzzM4Z2jERXBr-G_CAWhM	5
ChIJKyJjsE8Q2jERGa4V8aA0TRU	5
ChIJB8Pwjy4L2jERKed2B3fNA-I	5
ChIJVVVlQI4a2jER-Ea2Zz7YvNM	5
ChIJIYu7x3EJ2jER6S09sfsNaRE	5
ChIJhfdnZgAP2jERpe57L-6j_7s	5
ChIJh9QhtCA92jERjg3OBw0h18U	5
ChIJP_M0m0ca2jERuE0oCJCdsGY	5
ChIJSUbuHQU92jER10D3ebsvKJQ	5
ChIJNUdVdVQb2jERhJequCHl5Kg	5
ChIJNSjP3O8X2jERby0ph-aYmlQ	5
ChIJc7x_o8IZ2jERjdzazCikgI4	5
ChIJd7LNj9cJ2jERzYS_w7G0eFE	5
ChIJFSPDseAZ2jERWyO2oPX8MLk	5
ChIJtyH65g0Z2jERWcQDxeGWE1o	5
ChIJWzGrWAAR2jERh4gGNiH0YKI	5
ChIJp3Xzzb4b2jER-VtJo_5e5fI	5
ChIJVaasww8Z2jERrxTbSa9ffgg	5
ChIJR9IBlC4X2jERcApnr_adNy8	5
ChIJeVTR0tgT2jERy3tn0DbfNc8	5
ChIJQTfs4zYa2jERnefnGgGTe9A	5
ChIJ-SLbU9wZ2jERtZPAdagZNME	5
ChIJm3z6YfkZ2jERgXgWRH0kUL4	5
ChIJn11VBqU92jERjrPg3GlFw-c	5
ChIJZaRmbzob2jERlXNsfhYZU2k	5
ChIJv4Mk4QYa2jER04PXfccoZvo	5
ChIJl4YQEUUR2jERBjqJPIm0710	5
ChIJnz4Agnsb2jER2AzBhEC2yRc	5
ChIJhwAB1wUZ2jERjbe0fb78RYo	5
ChIJJeG7hYM92jERNLduhaPiQfM	5
ChIJ_e2kipob2jERYi3DyNz5bW0	5
ChIJgXGMC_sP2jERLUEoRUwcA9w	5
ChIJ061LXzsW2jERFSPgiQqwBes	5
ChIJ38KQjBEZ2jER8AEtiQFizjk	5
ChIJL_QzJFsj2jERlnK1Nzn2qtY	5
ChIJKbgYSkkL2jER0QKmx64yKFY	5
ChIJweZgeG0X2jERWnFWE1111Yk	5
ChIJ35HbPQA92jERkSSgca4siK0	5
ChIJQxCo0CYX2jEROzRqWWV0UWc	5
ChIJQ7ONulgZ2jERMHtVg8e4VHg	5
ChIJFRy_FpQb2jERoZy6rbLApE4	5
ChIJ3y2VDAAZ2jERqo7Ysm1gfms	5
ChIJXbtP8dEZ2jERvCHXm2jhUv4	5
ChIJPzKk6hIU2jERC60qWdQKPts	5
ChIJnVUE9M0W2jERNX_UdmP-_1Y	5
ChIJQwqIBbEZ2jERzsOGS__4REo	5
ChIJnbxVEQAL2jERWoFkzMTrP44	5
ChIJOzO-OUcW2jERbDJs1SB_WKc	5
ChIJA-kJRY4N2jERvtmmNG1Z4go	5
ChIJz6CK2CsX2jER4uXuV3rqKpk	5
ChIJjxIycnIZ2jER1MFufZJlGXs	5
ChIJt2bBuq8X2jERJ0NomLGQoBI	5
ChIJcch47K0b2jERhP8x7vCYtzc	5
ChIJnaN7ybIR2jER_0gTNwfr-pw	5
ChIJw59lj0YX2jER_3rak1MOuf4	5
ChIJAQDARBMZ2jERgHfNfUGFshg	5
ChIJ3x7is3IZ2jERFSd4jaEqTC8	5
ChIJdxS7gPEa2jERd53GKJ48Dr4	5
ChIJRaI_LpwZ2jERMm8ay4IzPlk	5
ChIJxWoRSZcZ2jERMudmd5T7Mf4	5
ChIJw8b-KAA92jERY-t4R81JjuA	5
ChIJTfTgrFs92jERT-zwNAbBTnE	5
ChIJ13nXs3UZ2jERwdma9lD7rVk	5
ChIJWYswtVAZ2jERYaBrZc6kcQs	5
ChIJ499lXAAj2jERl-qc3p95QOk	5
ChIJeSijb3EY2jERsx_zWYALf0I	5
ChIJ0cpAFbEZ2jERc0O_EM0TPrQ	5
ChIJ06DhX9YX2jERPA-lv-5XEqw	5
ChIJl0G0hzgZ2jERqOQ6ai6xG1s	5
ChIJ2wWIz58i2jERxCC-2zM6RDc	5
ChIJ29EGmDkR2jERouRKrijFEhk	5
ChIJu2gabSkL2jERAYHBvc1Xt0o	5
ChIJkUrEKika2jER8A_K_tpNzlU	5
ChIJT8cN2w0Q2jERpausW1hf1Hg	5
ChIJBUWnULwP2jERi-Olr-NRHWs	5
ChIJOcIUJ6YZ2jERmQ4sxIaoexg	5
ChIJmUI4eBgR2jER883AeCeAG48	5
ChIJSygmYFg-2jERKnVBN_2fLHY	5
ChIJq6qqenwa2jERP0R-9EAdsSQ	5
ChIJPV8Z1JwZ2jERKuFD4uIVgOM	5
ChIJS353Y2AP2jERvi9SXHetPPw	5
ChIJqbrGV3IY2jERz-dm9IGnmN0	5
ChIJx5nbr7kP2jERXb9izYnS1Jc	5
ChIJ0Z_FvT492jERuaT5mKH7ncM	5
ChIJw1y18yQa2jERP71P1mX8_RQ	5
ChIJC_b3NZIL2jERtyk2HdadMdA	5
ChIJKYQaKs892jERoUktbiXH_jE	5
ChIJdUi9XecZ2jERxhzd-uWzdm8	5
ChIJSSVHsMkX2jERvCgFn5ZhVQI	5
ChIJccMpsG8Y2jERDrHgEq3LsR8	5
ChIJtZwFOyAa2jERek_p1JgZhKI	5
ChIJKeC0vJIZ2jERAsl1O-3x-00	5
ChIJrYJW1gwZ2jERz1AKslTvHwY	5
ChIJGYlAGXgL2jERLdX676MJpiE	5
ChIJmdxJiqEb2jERzfBtC3diV20	5
ChIJSX0T2lMQ2jERa6Ixq0d5hkA	5
ChIJQ7ONulgZ2jER3ewYesUjRSw	5
ChIJT9zWcmoQ2jEReh-9aCiMayU	5
ChIJO6-QXP0V2jERgS2qIeMexJI	5
ChIJOcxCxLsZ2jERz3-Dm4IPvWk	5
ChIJl33q5x8Z2jERod-T51vxOGA	5
ChIJLbhh2D8U2jERPQzKIOb1-xc	5
ChIJ-Z1r5-sN2jERFCABb2AaB1M	5
ChIJGaAQXvUL2jERodABNTq9Ncg	5
ChIJzz3Cz5YZ2jERROrdz8J1SvE	5
ChIJNzPuIxsX2jERCubjluZTnUk	5
ChIJOWyGQgAR2jERlHzQnh1Rnww	5
ChIJAQAQzRQU2jERLmj7diPcCTI	5
ChIJLfkLznA92jERQzAuSnS_j0o	5
ChIJb7LzXNgb2jERloBTzca7GOo	5
ChIJLRH9_XM92jERP4sZmWEBOqs	5
ChIJbfyg5TgZ2jERe8mNgbZbxlI	5
ChIJZfcLnmwb2jER1-JCfOX-a7M	5
ChIJPfxhHkUY2jERQbC4UdJF_Ds	5
ChIJ2fx5UH0Z2jERJPDxL2MJjuc	5
ChIJW3bng8kX2jERpnyvcF6jwsk	5
ChIJW3TRJCAa2jERvMvLD3QBRG0	5
ChIJfYy6h4kZ2jERAVIH-aqR8So	5
ChIJx104dAAX2jERvfluZIfS6IA	5
ChIJH09mo84W2jERRIvlC2HmpGk	5
ChIJIeygRAAZ2jERI-zDCTB_QGg	5
ChIJyQFD6gYX2jER623-EQjGC4A	5
ChIJ6ysoOfcZ2jERwVbK78zvZaM	5
ChIJRWwV3VgZ2jERQocSGmEbvAY	5
ChIJCwOW89Eb2jERTtPBQBEOhOI	5
ChIJ9xUuiNcT2jER49FS2OpE8W8	5
ChIJAxaJ-FM92jERwvgQdI7bH4Y	5
ChIJpYpi8wAb2jERyKXSyLVNNdk	5
ChIJh-7hoPYR2jERn6Nj_PMdDno	5
ChIJf-uB_loZ2jERBWzCOfCYp6A	5
ChIJWXP8oXAZ2jER55ml-GX1Mb4	5
ChIJves-JXMZ2jERfGLpRNn8Xbo	5
ChIJpzai2eYZ2jER322wZjU7YA0	5
ChIJiXLuGEQJ2jERQNQcrEqE2CE	5
ChIJp4X-1p8T2jERzNBrW4lhAlM	5
ChIJnc8Hh3oR2jERsSsx4FiEMj4	5
ChIJk5MlfXoX2jERuQq2GKQ5PRQ	5
ChIJuUak_qQZ2jERgdSigpu0ljc	5
ChIJZYm6guYN2jERdmoxoxm98Kc	5
ChIJldfg14AF2jERrZiDOpAkWSc	5
ChIJz5lSyFI92jERFWMaZO21Acg	5
ChIJ6dJ00gUW2jERaGzL-GGU6ZM	5
ChIJReOG5Voa2jERVyLj3hdX0TE	5
ChIJFe1nmo0L2jER11HbmXpz2RA	5
ChIJjc1Sw7s92jERbwPt2mlqCyE	5
ChIJZxus2ZcX2jERNyu5459vFrg	5
ChIJv4Mk4QYa2jERx51-KDobWrA	5
ChIJeV_2oBYW2jERpZo-NF_2wXM	5
ChIJhSvtpnEY2jERnopOBwuR_8M	5
ChIJ2xwx_PMR2jERAGrEEq0rfK4	5
ChIJ-WsieIMF2jER_CeVFPLVCOk	5
ChIJJ_1D_7kL2jER5IAMB9_bBxE	5
ChIJE57VmT4X2jERJ44w5nqQYSw	5
ChIJm8zxSwA92jERIscDqM-OiSc	5
ChIJR10zVMkb2jER7_4eaKlM8c4	5
ChIJW4sNvnQX2jERzwr1ibFF3ak	5
ChIJGe2Jmu8Z2jERF13O2J2LQHY	5
ChIJleO_ehAY2jERndRFIdZSPjA	5
ChIJLeEMefIX2jERtkMZecQe4QA	5
ChIJR4xj4J892jERWws0xBCaKqo	5
ChIJ399AoZYZ2jERP_T9jszbu88	5
ChIJG1kfEBUb2jERRpSfWS8qJUM	5
ChIJD0W3gBIV2jERG6Z3ZctZsW8	5
ChIJe5TGTaUZ2jERK_5_SabSeuk	5
ChIJlymNUgwZ2jERnOfKBQie8Vk	5
ChIJ-3VmY68b2jERTGo-hOsuN5U	5
ChIJIeEpNf4V2jERo6VpjBreTV4	5
ChIJ4997_OsZ2jERsjWBM7R3oqA	5
ChIJ52ddqjcZ2jEReb8x_mPWL7Q	5
ChIJ5-Dtl-kR2jERllI9-1NpYVY	5
ChIJVQrPXZ8R2jERSnJTIMDD3GU	5
ChIJfV6TcHIY2jERbAv1NFjDBG4	5
ChIJBcVP76MZ2jEROyOCv2NE8v4	5
ChIJ0yjU0QwZ2jER6gg0ImuCTRU	5
ChIJYUxHbrAT2jERtItyqfpPfA0	5
ChIJS6rl5OAZ2jER9tQkjTrovKI	5
ChIJU3JuimEQ2jER97rNhCDMVqU	5
ChIJgXnZo-gE2jERDRk0h4asnNE	5
ChIJLX4Q3DQR2jERy2ayE7T2hvM	5
ChIJtVVF0TYY2jERTyvjKaG-WwY	5
ChIJHceTMQkZ2jERa_mQayG8mok	5
ChIJ1ZD3MgAP2jERQvGVLFKfqVQ	5
ChIJgWoElY4X2jERGPKlR4fGRfQ	5
ChIJ4ctYDaEZ2jERmhYhjWkjIf4	5
ChIJy4KPOf4X2jERjD2GC5M8EMI	5
ChIJAQAA0BgO2jER_xWW91J7DYw	5
ChIJ_WWkGwAb2jERtVR-9eMW4Ck	5
ChIJa04K9EcY2jERF7Q8uKL69o4	5
ChIJsalQ4GQQ2jERiI3Ep9qgTKg	5
ChIJ1ZI5_MoF2jERZXds2FtrFkU	5
ChIJn_KCarIZ2jERXFSuhusD1f0	5
ChIJOSRG0ZoF2jERGK9BsrF9gws	5
ChIJrWbzWcAR2jER23rv9RZ3eck	5
ChIJWSatxMgX2jERdLTSrWrjXDs	5
ChIJO0D8AKoX2jERDV9AJblr7D8	5
ChIJYz7wgwkL2jER8-B6MCcMoE0	5
ChIJx_XHPhMU2jER2zrBUHzSNqI	5
ChIJ__8_JqUb2jERpXwPzz-poks	5
ChIJ04pt1xAY2jERfHCbGmqMu0Y	5
ChIJ6dmvN7sW2jERlLDWZIQCpNI	5
ChIJJ3AskSkT2jERJZJrljhluvQ	5
ChIJdU7ss3U92jERrKB_OYQbtpI	5
ChIJ7x88fqUX2jER7NhWcEMV6lg	5
ChIJM1pBu8c92jER7ATncRtME18	5
ChIJsQglD1492jERLoWE3oP8jWs	5
ChIJt810vrEZ2jERRBeXJJ91Adw	5
ChIJa2nb2g0Q2jERxPht6KO1s2g	5
ChIJ2259624b2jERb0TAacKCsxw	5
ChIJcZSSu4x_o4ERlHpx2YIuGFg	5
ChIJp4r-wUkY2jERu7Ta6wPXxOQ	5
ChIJH1bFjAY92jERk34GSZd447Y	5
ChIJl-V2x58i2jERHqlL7LFdo_I	5
ChIJ1Zgn5Fk92jERpXZSBTatG1s	5
ChIJrdrPDrcL2jER928N5nO6REU	5
ChIJsRQQQwAb2jERM-XBmvBp05A	5
ChIJJazBuDQQ2jERqWFYtlkmruM	5
ChIJ5dkugJgF2jERiZIjXsPGkIk	5
ChIJf9eOC-gZ2jERLou2slxrnI4	5
ChIJAQAA0OYZ2jERUy1L5BDYm-s	5
ChIJodCfgbYZ2jERPMVYNjNR-PA	5
ChIJmUcjNMwW2jERF7NGkBbJweE	5
ChIJN5eQeWUL2jERmTv5ebNqPNw	5
ChIJF27tqA8Q2jERzank3WDxtq8	5
ChIJaaC07KIR2jERl3-DgSWf4aE	5
ChIJ1y58gpUi2jERVt_YuaCGHes	5
ChIJ436lD1AW2jERZSdwXnLWzaY	5
ChIJ7xZ3TVUZ2jERfjDHnlIvir8	5
ChIJX7xB6LAF2jERaGqcg6E2zzk	5
ChIJydBZxiQZ2jERDMduC8eUuMM	5
ChIJ_QOY2EkX2jERvP4xf-5V6p8	5
ChIJl_d0nZUZ2jERpt3DMYRnFfc	5
ChIJW88PM2YZ2jER-xVZQyaR5n0	5
ChIJkyXVgb0Z2jERQwZ9kGo4kpQ	5
ChIJjU_EWI4X2jERgAE1byjmnDc	5
ChIJ6bdDIk0X2jERzZHtC7S6ceE	5
ChIJbeNa0dwb2jERUAQHJeybGzs	5
ChIJgUxbod4T2jER7OICXNgcMKU	5
ChIJt-9Ofd8b2jER7ZMceh6D-HE	5
ChIJS8keDVER2jERS9UwtimpmYg	5
ChIJ1-Jm6dsX2jERYKSVBPcgUKk	5
ChIJ7fzBbMQb2jER8wclNLIhlF4	5
ChIJEUHHMu4X2jERtdCUrfwKFIU	5
ChIJBT-Vp_gZ2jERnBERrutkSJg	5
ChIJfSHk7WgF2jER2hTz2i-PZA8	5
ChIJF91R8zsY2jERBolLVrBoyrI	5
ChIJAY9gizoY2jERiQQFUC7J988	5
ChIJz_l9WQAV2jERLDa6BAVNKYU	5
ChIJh1ZLTgAR2jERTqdrRNOrA2s	5
ChIJcUayaFEa2jERuKqRXo9eaU4	5
ChIJt_fR_-cR2jERUKJrufLrxBo	5
ChIJ__EU0QUZ2jERYsYlwNpYpVU	5
ChIJgbEAhm0Y2jER0rYnsAS1fRE	5
ChIJWQw_Gxc92jERnIwu0xfdng8	5
ChIJU7W1J_s92jERdTfVw2Is9F8	5
ChIJfcuS2ggL2jERFWeLStwD5Qk	5
ChIJt3FaVB092jERxX-RI0O4Abg	5
ChIJO-Y6WNEb2jERXfM1lX2AYIk	5
ChIJnzw-g-cZ2jERU6YjJ-J3jJ4	5
ChIJ33KPErE92jERGEtLctQmyXg	5
ChIJXZU1hUca2jERPDIkE-2Bwf4	5
ChIJoXgri7oZ2jER3UCU0Ngi1lY	5
ChIJSfEJXaQZ2jERqozTBVXqNco	5
ChIJp3KeK9sX2jERY0rW6CsuBR4	5
ChIJy64vxOwP2jERHW_bbUn5Tqc	5
ChIJK7RvrxM92jERH4nfQ8IRioE	5
ChIJJ0qGU7sR2jER4QrxidXM7oU	5
ChIJ_wGjyNYE2jERiduAIDOo7mI	5
ChIJK-ozUA0J2jERMZYrFL3Qthk	5
ChIJNbMBmLEZ2jEROolMzkExz1o	5
ChIJW5elNYAX2jERyTjP92xcXXo	5
ChIJb2fwXucZ2jEREsniglWNoZ0	5
ChIJswjlkpgZ2jERaPoHNiYIZQw	5
ChIJF_P0f3sa2jERPGkXJjemYJg	5
ChIJFfQRCo4a2jERC5Y1nF6N7Tk	5
ChIJX751-tgX2jERuRFb45XTIso	5
ChIJ5xiVrGcZ2jERVz_lMJb3iws	5
ChIJfZsKnKIZ2jERj5j2a69vHLg	5
ChIJkxPekGcW2jERUdkS8wU1fGU	5
ChIJsQvJ8KgZ2jER9PL5Qty0i9Y	5
ChIJ82lKFSI92jERlFy42fGnAvo	5
ChIJwZDKoxMU2jERsAnji-u6EZ8	5
ChIJY1Yq_vEW2jERAbRRXo3E10g	5
ChIJWxtHSQ8L2jERHr9WDGeLLPg	5
ChIJnY-xpNAb2jERa2B79bIGXYc	5
ChIJuR_3Eo0F2jER0H1PQ3CWhCg	5
ChIJReZnRDIZ2jERDWKVQWtXn8E	5
ChIJ14X4KGwX2jERE6qkZNS2JlY	5
ChIJSY7f8lcV2jER8mny1hvAWxs	5
ChIJ4_v33LQX2jERViEdCrkNV74	5
ChIJeXSOYI0a2jERDdI-Q938U8c	5
ChIJc2744A8Z2jER6XHgCWHbInk	5
ChIJQccOEgQEBBAR3pKMiKsR6I8	5
ChIJ635D2g492jER4DMtz4CjxdQ	5
ChIJjekKXQAZ2jERXJ0E0cTmEA8	5
ChIJ7blFfAAX2jER_YjOm_7PA24	5
ChIJV11mi8MR2jERjtNo_59CpIw	5
ChIJf0Ylw_Ua2jERfrSRsF04uf8	5
ChIJy0UVVEAP2jERVbLAwy4Zidg	5
ChIJWXNf4Hwb2jER4Uqrrs3GLsY	5
ChIJtUwnKgAX2jERD5LYyH2zRPw	5
ChIJOZk3aNEb2jERJxjQmlBCKoI	5
ChIJ550QDwAZ2jERjaq3MzTeFKM	5
ChIJB2zYkoQR2jERcNKDtoY4Hjo	5
ChIJr0Ktt38J2jERRP1rV_LWOM4	5
ChIJ0eeXngUJ2jERQjX8w6jy-u0	5
ChIJyw8JAtAX2jERNesNp5S0uvE	5
ChIJ17FjSpIX2jER8g2jDXDtQxQ	5
ChIJ1yl3DkYR2jER0EUpkr2Eo28	5
ChIJhZ-5KY8U2jERybcQKr-jUxY	5
ChIJ6ad6tpIa2jERYXVn6uL9OjM	5
ChIJWxTReesV2jERuq7Wd7P6o00	5
ChIJ3cY3DdEZ2jER3yF5-zc2HdE	5
ChIJwU2crlgZ2jERWALjP1TFqzE	5
ChIJSylZS2MZ2jERh1RgnEKMXKI	5
ChIJc0xvFxsZ2jER9YScxObbgw4	5
ChIJH05LIAYR2jERbIy-s3LsIMc	5
ChIJheUIYW4j2jERQGL0yOMqz8s	5
ChIJVfS9xGQF2jEReROdQfsFkzQ	5
ChIJH2qMV_Ab2jERmx2LbOg0S1Y	5
ChIJFfC-_HYR2jERQE3DeQyg4SA	5
ChIJn8GaAw8Q2jER9hdThzT0Mf4	5
ChIJRQO2qm892jER2kSbergXd4Y	5
ChIJV9z3BqAP2jERMbIzKGm9BX8	5
ChIJR8zAw7IT2jER6OY5FDf4Sls	5
ChIJC57QtOMb2jERvxjN9KV1sJw	5
ChIJlaK14WAR2jERs6l5GHdwvQQ	5
ChIJp0zKNqMR2jERLOUjWfjzFA8	5
ChIJXx4ke8Yi2jERu8PhydTA7Cg	5
